timestamp,image,kernel_size,noise_level,processing_time_ms,method,num_processes,psnr,ssim
2025-11-18T22:54:31.063493+01:00,image.jpg,3,0.1,3547.503292,seq,1,28.008352442160202,0.8779227410115823
2025-11-18T22:54:36.140287+01:00,image.jpg,5,0.1,4664.130709,seq,1,24.389910543507483,0.7107894693436766
2025-11-18T22:54:40.319735+01:00,image.jpg,3,0.1,3779.613791,seq,1,28.021709638125927,0.8781627526586876
2025-11-18T22:54:45.412477+01:00,image.jpg,5,0.1,4675.584459,seq,1,24.388012295410057,0.7106771124402576
2025-11-18T22:54:49.501129+01:00,image.jpg,3,0.1,3684.429417,seq,1,28.014820384717872,0.8781902633986524
2025-11-18T22:54:54.685758+01:00,image.jpg,5,0.1,4789.811042,seq,1,24.385806602843353,0.7107769865336117
2025-11-18T22:54:58.679971+01:00,image.jpg,3,0.1,3558.942875,seq,1,28.01841693718496,0.878087307146716
2025-11-18T22:55:03.819425+01:00,image.jpg,5,0.1,4735.714167,seq,1,24.385743970854616,0.7107158336319483
2025-11-18T22:55:07.908933+01:00,image.jpg,3,0.1,3669.0235,seq,1,28.018349619650717,0.8781492891073406
2025-11-18T22:55:13.699745+01:00,image.jpg,5,0.1,5373.388583999999,seq,1,24.388481326792274,0.7107116294912407
2025-11-18T22:55:17.870245+01:00,image.jpg,3,0.1,3742.1278340000003,seq,1,28.021279275353137,0.8782071868148792
2025-11-18T22:55:23.075938+01:00,image.jpg,5,0.1,4805.84325,seq,1,24.39272935474672,0.7109105360079909
2025-11-18T22:55:27.121353+01:00,image.jpg,3,0.1,3624.6837090000004,seq,1,28.018606152452914,0.8782407559126849
2025-11-18T22:55:32.421116+01:00,image.jpg,5,0.1,4894.932292,seq,1,24.390252534559014,0.7107125584802065
2025-11-18T22:55:36.519107+01:00,image.jpg,3,0.1,3670.7387919999996,seq,1,28.016210520285796,0.8780524294910216
2025-11-18T22:55:41.730461+01:00,image.jpg,5,0.1,4804.940916,seq,1,24.388639494659493,0.7107726041082622
2025-11-18T22:55:45.804388+01:00,image.jpg,3,0.1,3667.809875,seq,1,28.005435026658155,0.8779550938408892
2025-11-18T22:55:51.031447+01:00,image.jpg,5,0.1,4836.064875,seq,1,24.385164146205096,0.7106802649036706
2025-11-18T22:55:55.137415+01:00,image.jpg,3,0.1,3667.764084,seq,1,28.013406509563048,0.8781532572126696
2025-11-18T22:56:00.512200+01:00,image.jpg,5,0.1,4982.101125,seq,1,24.39104599510499,0.7106676227317988
2025-11-18T22:56:01.396238+01:00,image.jpg,3,0.1,471.193333,par,1,28.01058661572386,0.8780476803245263
2025-11-18T22:56:02.446108+01:00,image.jpg,5,0.1,650.929583,par,1,24.38097023484713,0.7104976542037768
2025-11-18T22:56:03.329177+01:00,image.jpg,3,0.1,478.592375,par,1,28.018903607862605,0.8782232158387272
2025-11-18T22:56:04.352492+01:00,image.jpg,5,0.1,621.6263749999999,par,1,24.384907727697296,0.7105845330963111
2025-11-18T22:56:05.238293+01:00,image.jpg,3,0.1,468.202209,par,1,28.010648212784478,0.8780271114199858
2025-11-18T22:56:06.255200+01:00,image.jpg,5,0.1,599.385834,par,1,24.390099081147383,0.7107787317524148
2025-11-18T22:56:07.171564+01:00,image.jpg,3,0.1,481.621167,par,1,28.00839251053806,0.877931690190573
2025-11-18T22:56:08.178990+01:00,image.jpg,5,0.1,615.47775,par,1,24.39073065824045,0.7108756646723753
2025-11-18T22:56:09.122759+01:00,image.jpg,3,0.1,521.682583,par,1,28.009849457844176,0.8780486775099332
2025-11-18T22:56:10.217550+01:00,image.jpg,5,0.1,662.581208,par,1,24.390382465598975,0.7107772456774457
2025-11-18T22:56:11.170618+01:00,image.jpg,3,0.1,546.683667,par,1,28.023576859232755,0.878081443042997
2025-11-18T22:56:12.202252+01:00,image.jpg,5,0.1,630.94275,par,1,24.378602737082154,0.7105529834775863
2025-11-18T22:56:13.113634+01:00,image.jpg,3,0.1,482.634875,par,1,28.0060527131986,0.8778580901862938
2025-11-18T22:56:14.119811+01:00,image.jpg,5,0.1,610.9631250000001,par,1,24.385958923578457,0.7107020700114494
2025-11-18T22:56:14.985511+01:00,image.jpg,3,0.1,463.949208,par,1,28.010695325414574,0.8780801387644254
2025-11-18T22:56:15.997301+01:00,image.jpg,5,0.1,604.170166,par,1,24.3848751713212,0.710587409148802
2025-11-18T22:56:16.941586+01:00,image.jpg,3,0.1,535.33325,par,1,28.016374462979986,0.8780995752298327
2025-11-18T22:56:17.963477+01:00,image.jpg,5,0.1,625.1217919999999,par,1,24.384712635698207,0.7106051264621803
2025-11-18T22:56:18.869391+01:00,image.jpg,3,0.1,505.07599999999996,par,1,28.01790541361735,0.8781894213182345
2025-11-18T22:56:19.874450+01:00,image.jpg,5,0.1,610.134375,par,1,24.383810966404468,0.7106771551401108
2025-11-18T22:56:20.420281+01:00,image.jpg,3,0.1,127.980333,gpu,1,28.006621685595395,0.8780405519234932
2025-11-18T22:56:21.512063+01:00,image.jpg,5,0.1,699.201167,gpu,1,24.388887130305623,0.710734663861186
2025-11-18T22:56:22.080720+01:00,image.jpg,3,0.1,110.58779100000001,gpu,1,28.01577767777086,0.8781187204533553
2025-11-18T22:56:23.194372+01:00,image.jpg,5,0.1,710.732041,gpu,1,24.390637497095778,0.7108643382247781
2025-11-18T22:56:23.723269+01:00,image.jpg,3,0.1,108.23695799999999,gpu,1,28.00558409064885,0.877989743435741
2025-11-18T22:56:24.894248+01:00,image.jpg,5,0.1,717.416458,gpu,1,24.39131659632376,0.7108640064391777
2025-11-18T22:56:25.429135+01:00,image.jpg,3,0.1,114.208791,gpu,1,28.01209632394393,0.8780702749063245
2025-11-18T22:56:26.559700+01:00,image.jpg,5,0.1,703.68525,gpu,1,24.38628951703725,0.7105751669135844
2025-11-18T22:56:27.116097+01:00,image.jpg,3,0.1,112.254667,gpu,1,28.015473087078753,0.8779522396504623
